protein1,protein2,combined_score
9606.ENSP00000385312,9606.ENSP00000428085,1
9606.ENSP00000385990,9606.ENSP00000261249,1
9606.ENSP00000482202,9606.ENSP00000478886,1
9606.ENSP00000379888,9606.ENSP00000377640,1
9606.ENSP00000313603,9606.ENSP00000472985,1
9606.ENSP00000420919,9606.ENSP00000484736,1
9606.ENSP00000348849,9606.ENSP00000424870,1
9606.ENSP00000423822,9606.ENSP00000306245,1
9606.ENSP00000383212,9606.ENSP00000263116,1
9606.ENSP00000247271,9606.ENSP00000351015,1
9606.ENSP00000274532,9606.ENSP00000358165,1
9606.ENSP00000342307,9606.ENSP00000378356,1
9606.ENSP00000228872,9606.ENSP00000483236,1
9606.ENSP00000385478,9606.ENSP00000361667,1
9606.ENSP00000237853,9606.ENSP00000301788,1
9606.ENSP00000359049,9606.ENSP00000473383,1
9606.ENSP00000311962,9606.ENSP00000256637,1
9606.ENSP00000381736,9606.ENSP00000386786,1
9606.ENSP00000252015,9606.ENSP00000355114,1
9606.ENSP00000253247,9606.ENSP00000362105,1
9606.ENSP00000228682,9606.ENSP00000370193,1
9606.ENSP00000318176,9606.ENSP00000379144,1
9606.ENSP00000156084,9606.ENSP00000263805,1
9606.ENSP00000480378,9606.ENSP00000322439,1
9606.ENSP00000413908,9606.ENSP00000252102,1
9606.ENSP00000363229,9606.ENSP00000360811,1
9606.ENSP00000231887,9606.ENSP00000333401,1
9606.ENSP00000327513,9606.ENSP00000415743,1
9606.ENSP00000310244,9606.ENSP00000380150,1
9606.ENSP00000379842,9606.ENSP00000361021,1
9606.ENSP00000358294,9606.ENSP00000395704,1
9606.ENSP00000410186,9606.ENSP00000265191,1
9606.ENSP00000401277,9606.ENSP00000382091,1
9606.ENSP00000257909,9606.ENSP00000326550,1
9606.ENSP00000369213,9606.ENSP00000354822,1
9606.ENSP00000426503,9606.ENSP00000295900,1
9606.ENSP00000358478,9606.ENSP00000237853,1
9606.ENSP00000492240,9606.ENSP00000365401,1
9606.ENSP00000308479,9606.ENSP00000365529,1
9606.ENSP00000236850,9606.ENSP00000379401,1
9606.ENSP00000359787,9606.ENSP00000496250,1
9606.ENSP00000293879,9606.ENSP00000254624,1
9606.ENSP00000427550,9606.ENSP00000360540,1
9606.ENSP00000351052,9606.ENSP00000227322,1
9606.ENSP00000447149,9606.ENSP00000363929,1
9606.ENSP00000361298,9606.ENSP00000388241,1
9606.ENSP00000415139,9606.ENSP00000296102,1
9606.ENSP00000437256,9606.ENSP00000226574,1
9606.ENSP00000318085,9606.ENSP00000278612,1
9606.ENSP00000428055,9606.ENSP00000265605,1
9606.ENSP00000361359,9606.ENSP00000482657,1
9606.ENSP00000403888,9606.ENSP00000336790,1
9606.ENSP00000346120,9606.ENSP00000355011,1
9606.ENSP00000353741,9606.ENSP00000319664,1
9606.ENSP00000481091,9606.ENSP00000479504,1
9606.ENSP00000379430,9606.ENSP00000389998,1
9606.ENSP00000329715,9606.ENSP00000281828,1
9606.ENSP00000410992,9606.ENSP00000359224,1
9606.ENSP00000351338,9606.ENSP00000317272,1
9606.ENSP00000357643,9606.ENSP00000217026,1
9606.ENSP00000346340,9606.ENSP00000308236,1
9606.ENSP00000342026,9606.ENSP00000356574,1
9606.ENSP00000346027,9606.ENSP00000215885,1
9606.ENSP00000316335,9606.ENSP00000341885,1
9606.ENSP00000265171,9606.ENSP00000270139,1
9606.ENSP00000416097,9606.ENSP00000303366,1
9606.ENSP00000430684,9606.ENSP00000248244,1
9606.ENSP00000199936,9606.ENSP00000274192,1
9606.ENSP00000403172,9606.ENSP00000366997,1
9606.ENSP00000349437,9606.ENSP00000284240,1
9606.ENSP00000313350,9606.ENSP00000356520,1
9606.ENSP00000306902,9606.ENSP00000298746,1
9606.ENSP00000480489,9606.ENSP00000305941,1
9606.ENSP00000357622,9606.ENSP00000351446,1
9606.ENSP00000301012,9606.ENSP00000360316,1
9606.ENSP00000341324,9606.ENSP00000222567,1
9606.ENSP00000305480,9606.ENSP00000242576,1
9606.ENSP00000491507,9606.ENSP00000366690,1
9606.ENSP00000386869,9606.ENSP00000442788,1
9606.ENSP00000475344,9606.ENSP00000284311,1
9606.ENSP00000360730,9606.ENSP00000215781,1
9606.ENSP00000355922,9606.ENSP00000319417,1
9606.ENSP00000336524,9606.ENSP00000253669,1
9606.ENSP00000355958,9606.ENSP00000350512,1
9606.ENSP00000358272,9606.ENSP00000306887,1
9606.ENSP00000252996,9606.ENSP00000324124,1
9606.ENSP00000351446,9606.ENSP00000362824,1
9606.ENSP00000275820,9606.ENSP00000403172,1
9606.ENSP00000312002,9606.ENSP00000265132,1
9606.ENSP00000365435,9606.ENSP00000262193,1
9606.ENSP00000281141,9606.ENSP00000285298,1
9606.ENSP00000357928,9606.ENSP00000307940,1
9606.ENSP00000245544,9606.ENSP00000497641,1
9606.ENSP00000269576,9606.ENSP00000220420,1
9606.ENSP00000243903,9606.ENSP00000336842,1
9606.ENSP00000351777,9606.ENSP00000408979,1
9606.ENSP00000295050,9606.ENSP00000358716,1
9606.ENSP00000295900,9606.ENSP00000352925,1
9606.ENSP00000261712,9606.ENSP00000378163,1
9606.ENSP00000257192,9606.ENSP00000324693,1
9606.ENSP00000489236,9606.ENSP00000263205,1
9606.ENSP00000303758,9606.ENSP00000354778,1
9606.ENSP00000354091,9606.ENSP00000309334,1
9606.ENSP00000327487,9606.ENSP00000318176,1
9606.ENSP00000229758,9606.ENSP00000259469,1
9606.ENSP00000270502,9606.ENSP00000438455,1
9606.ENSP00000237853,9606.ENSP00000368459,1
9606.ENSP00000349748,9606.ENSP00000314129,1
9606.ENSP00000329715,9606.ENSP00000363642,1
9606.ENSP00000263734,9606.ENSP00000217086,1
9606.ENSP00000283109,9606.ENSP00000395772,1
9606.ENSP00000295491,9606.ENSP00000357320,1
9606.ENSP00000403465,9606.ENSP00000370803,1
9606.ENSP00000321853,9606.ENSP00000168148,1
9606.ENSP00000269127,9606.ENSP00000386759,1
9606.ENSP00000226574,9606.ENSP00000261233,1
9606.ENSP00000231572,9606.ENSP00000265896,1
9606.ENSP00000367398,9606.ENSP00000362121,1
9606.ENSP00000266557,9606.ENSP00000461947,1
9606.ENSP00000337128,9606.ENSP00000376609,1
9606.ENSP00000480004,9606.ENSP00000478561,1
9606.ENSP00000428085,9606.ENSP00000361010,1
9606.ENSP00000225388,9606.ENSP00000309830,1
9606.ENSP00000296577,9606.ENSP00000306902,1
9606.ENSP00000350223,9606.ENSP00000259467,1
9606.ENSP00000498700,9606.ENSP00000259632,1
9606.ENSP00000316675,9606.ENSP00000419085,1
9606.ENSP00000484710,9606.ENSP00000384490,1
9606.ENSP00000310726,9606.ENSP00000362036,1
9606.ENSP00000307004,9606.ENSP00000367787,1
9606.ENSP00000376753,9606.ENSP00000261263,1
9606.ENSP00000308610,9606.ENSP00000385780,1
9606.ENSP00000385477,9606.ENSP00000229135,1
9606.ENSP00000469035,9606.ENSP00000263897,1
9606.ENSP00000262584,9606.ENSP00000347648,1
9606.ENSP00000489236,9606.ENSP00000370625,1
9606.ENSP00000219476,9606.ENSP00000307142,1
9606.ENSP00000335636,9606.ENSP00000262815,1
9606.ENSP00000329357,9606.ENSP00000370193,1
9606.ENSP00000263341,9606.ENSP00000420588,1
9606.ENSP00000315644,9606.ENSP00000497569,1
9606.ENSP00000265350,9606.ENSP00000261245,1
9606.ENSP00000269053,9606.ENSP00000335384,1
9606.ENSP00000417498,9606.ENSP00000009530,1
9606.ENSP00000346725,9606.ENSP00000363642,1
9606.ENSP00000387393,9606.ENSP00000370193,1
9606.ENSP00000333982,9606.ENSP00000357858,1
9606.ENSP00000216037,9606.ENSP00000472469,1
9606.ENSP00000375778,9606.ENSP00000282588,1
9606.ENSP00000333946,9606.ENSP00000430432,1
9606.ENSP00000216037,9606.ENSP00000416429,1
9606.ENSP00000337838,9606.ENSP00000368237,1
9606.ENSP00000265016,9606.ENSP00000301258,1
9606.ENSP00000196371,9606.ENSP00000231887,1
9606.ENSP00000446576,9606.ENSP00000240185,1
9606.ENSP00000376658,9606.ENSP00000459580,1
9606.ENSP00000263368,9606.ENSP00000261837,1
9606.ENSP00000247178,9606.ENSP00000421981,1
9606.ENSP00000355988,9606.ENSP00000262865,1
9606.ENSP00000437554,9606.ENSP00000337501,1
9606.ENSP00000273258,9606.ENSP00000320508,1
9606.ENSP00000425759,9606.ENSP00000200453,1
9606.ENSP00000375978,9606.ENSP00000260947,1
9606.ENSP00000384053,9606.ENSP00000361366,1
9606.ENSP00000275603,9606.ENSP00000302843,1
9606.ENSP00000295025,9606.ENSP00000384211,1
9606.ENSP00000348107,9606.ENSP00000314193,1
9606.ENSP00000347648,9606.ENSP00000379506,1
9606.ENSP00000460871,9606.ENSP00000469613,1
9606.ENSP00000499900,9606.ENSP00000481633,1
9606.ENSP00000353793,9606.ENSP00000305480,1
9606.ENSP00000322323,9606.ENSP00000303208,1
9606.ENSP00000284240,9606.ENSP00000360147,1
9606.ENSP00000222008,9606.ENSP00000343435,1
9606.ENSP00000368688,9606.ENSP00000427421,1
9606.ENSP00000314649,9606.ENSP00000303525,1
9606.ENSP00000361982,9606.ENSP00000306902,1
9606.ENSP00000351015,9606.ENSP00000364649,1
9606.ENSP00000312326,9606.ENSP00000324890,1
9606.ENSP00000436682,9606.ENSP00000252486,1
9606.ENSP00000265734,9606.ENSP00000448165,1
9606.ENSP00000252602,9606.ENSP00000343867,1
9606.ENSP00000261973,9606.ENSP00000265872,1
9606.ENSP00000215570,9606.ENSP00000262030,1
9606.ENSP00000296424,9606.ENSP00000360541,1
9606.ENSP00000352904,9606.ENSP00000346577,1
9606.ENSP00000335306,9606.ENSP00000269886,1
9606.ENSP00000489236,9606.ENSP00000243903,1
9606.ENSP00000498587,9606.ENSP00000337701,1
9606.ENSP00000285398,9606.ENSP00000358159,1
9606.ENSP00000379888,9606.ENSP00000426909,1
9606.ENSP00000355064,9606.ENSP00000490842,1
9606.ENSP00000216727,9606.ENSP00000227524,1
9606.ENSP00000354558,9606.ENSP00000498587,1
9606.ENSP00000469759,9606.ENSP00000261892,1
9606.ENSP00000471477,9606.ENSP00000382237,1
9606.ENSP00000369176,9606.ENSP00000379372,1
9606.ENSP00000245479,9606.ENSP00000361405,1
9606.ENSP00000396954,9606.ENSP00000497569,1
9606.ENSP00000376523,9606.ENSP00000226105,1
9606.ENSP00000264039,9606.ENSP00000261381,1
9606.ENSP00000363055,9606.ENSP00000356319,1
9606.ENSP00000381607,9606.ENSP00000369314,1
9606.ENSP00000258772,9606.ENSP00000257829,1
9606.ENSP00000260102,9606.ENSP00000417402,1
9606.ENSP00000283351,9606.ENSP00000343001,1
9606.ENSP00000497997,9606.ENSP00000302569,1
9606.ENSP00000479870,9606.ENSP00000228740,1
9606.ENSP00000331849,9606.ENSP00000288937,1
9606.ENSP00000235090,9606.ENSP00000362744,1
9606.ENSP00000259469,9606.ENSP00000430846,1
9606.ENSP00000389103,9606.ENSP00000352035,1
9606.ENSP00000429931,9606.ENSP00000499067,1
9606.ENSP00000334042,9606.ENSP00000456974,1
9606.ENSP00000308179,9606.ENSP00000381266,1
9606.ENSP00000446872,9606.ENSP00000379784,1
9606.ENSP00000384109,9606.ENSP00000263274,1
9606.ENSP00000283285,9606.ENSP00000338130,1
9606.ENSP00000223129,9606.ENSP00000311368,1
9606.ENSP00000155840,9606.ENSP00000274695,1
9606.ENSP00000275364,9606.ENSP00000331602,1
9606.ENSP00000229135,9606.ENSP00000370842,1
9606.ENSP00000297579,9606.ENSP00000296215,1
9606.ENSP00000361597,9606.ENSP00000243918,1
9606.ENSP00000483936,9606.ENSP00000318629,1
9606.ENSP00000307854,9606.ENSP00000369436,1
9606.ENSP00000271452,9606.ENSP00000308583,1
9606.ENSP00000437256,9606.ENSP00000231454,1
9606.ENSP00000425979,9606.ENSP00000326806,1
9606.ENSP00000351446,9606.ENSP00000489236,1
9606.ENSP00000357674,9606.ENSP00000369699,1
9606.ENSP00000327824,9606.ENSP00000252723,1
9606.ENSP00000355013,9606.ENSP00000387006,1
9606.ENSP00000274712,9606.ENSP00000311899,1
9606.ENSP00000361021,9606.ENSP00000417498,1
9606.ENSP00000257863,9606.ENSP00000358903,1
9606.ENSP00000364649,9606.ENSP00000362413,1
9606.ENSP00000364711,9606.ENSP00000305595,1
9606.ENSP00000257290,9606.ENSP00000398632,1
9606.ENSP00000358022,9606.ENSP00000386559,1
9606.ENSP00000366179,9606.ENSP00000361616,1
9606.ENSP00000318318,9606.ENSP00000239891,1
9606.ENSP00000481920,9606.ENSP00000258145,1
9606.ENSP00000346088,9606.ENSP00000328511,1
9606.ENSP00000314649,9606.ENSP00000319851,1
9606.ENSP00000233057,9606.ENSP00000263339,1
9606.ENSP00000358862,9606.ENSP00000497810,1
9606.ENSP00000472469,9606.ENSP00000429931,1
9606.ENSP00000317123,9606.ENSP00000351137,1
9606.ENSP00000354558,9606.ENSP00000351777,1
9606.ENSP00000441543,9606.ENSP00000324804,1
9606.ENSP00000339090,9606.ENSP00000300413,1
9606.ENSP00000304051,9606.ENSP00000285071,1
9606.ENSP00000445920,9606.ENSP00000439467,1
9606.ENSP00000380027,9606.ENSP00000370023,1
9606.ENSP00000221859,9606.ENSP00000237853,1
9606.ENSP00000379888,9606.ENSP00000430846,1
9606.ENSP00000322579,9606.ENSP00000315387,1
9606.ENSP00000311399,9606.ENSP00000370984,1
9606.ENSP00000364320,9606.ENSP00000476117,1
9606.ENSP00000263549,9606.ENSP00000420484,1
9606.ENSP00000231454,9606.ENSP00000264664,1
9606.ENSP00000296930,9606.ENSP00000414109,1
9606.ENSP00000341885,9606.ENSP00000477848,1
9606.ENSP00000298910,9606.ENSP00000348965,1
9606.ENSP00000331640,9606.ENSP00000397881,1
9606.ENSP00000497810,9606.ENSP00000356520,1
9606.ENSP00000259469,9606.ENSP00000349142,1
9606.ENSP00000362123,9606.ENSP00000342007,1
9606.ENSP00000354532,9606.ENSP00000306817,1
9606.ENSP00000263093,9606.ENSP00000289004,1
9606.ENSP00000320898,9606.ENSP00000309572,1
9606.ENSP00000371272,9606.ENSP00000312652,1
9606.ENSP00000321239,9606.ENSP00000343535,1
9606.ENSP00000306902,9606.ENSP00000292478,1
9606.ENSP00000237264,9606.ENSP00000221859,1
9606.ENSP00000308533,9606.ENSP00000285968,1
9606.ENSP00000466379,9606.ENSP00000483688,1
9606.ENSP00000351492,9606.ENSP00000250498,1
9606.ENSP00000295256,9606.ENSP00000342007,1
9606.ENSP00000268058,9606.ENSP00000284629,1
9606.ENSP00000361499,9606.ENSP00000343435,1
9606.ENSP00000479504,9606.ENSP00000423067,1
9606.ENSP00000242261,9606.ENSP00000390436,1
9606.ENSP00000401946,9606.ENSP00000268058,1
9606.ENSP00000307567,9606.ENSP00000281038,1
9606.ENSP00000250416,9606.ENSP00000357297,1
9606.ENSP00000497997,9606.ENSP00000494352,1
9606.ENSP00000463058,9606.ENSP00000470252,1
9606.ENSP00000296577,9606.ENSP00000384952,1
9606.ENSP00000398736,9606.ENSP00000361818,1
9606.ENSP00000322396,9606.ENSP00000380982,1
9606.ENSP00000334996,9606.ENSP00000420256,1
9606.ENSP00000317159,9606.ENSP00000299166,1
9606.ENSP00000309572,9606.ENSP00000383949,1
9606.ENSP00000404854,9606.ENSP00000367608,1
9606.ENSP00000360329,9606.ENSP00000496699,1
9606.ENSP00000333667,9606.ENSP00000498867,1
9606.ENSP00000307235,9606.ENSP00000337053,1
9606.ENSP00000441543,9606.ENSP00000301788,1
9606.ENSP00000363205,9606.ENSP00000388293,1
9606.ENSP00000398632,9606.ENSP00000356319,1
9606.ENSP00000264883,9606.ENSP00000319240,1
9606.ENSP00000361021,9606.ENSP00000380432,1
9606.ENSP00000304643,9606.ENSP00000301046,1
9606.ENSP00000424417,9606.ENSP00000323313,1
9606.ENSP00000360411,9606.ENSP00000245816,1
9606.ENSP00000343741,9606.ENSP00000354522,1
9606.ENSP00000300651,9606.ENSP00000346015,1
9606.ENSP00000332225,9606.ENSP00000305877,1
9606.ENSP00000406293,9606.ENSP00000286317,1
9606.ENSP00000451172,9606.ENSP00000262776,1
9606.ENSP00000373918,9606.ENSP00000379506,1
9606.ENSP00000297185,9606.ENSP00000281938,1
9606.ENSP00000317992,9606.ENSP00000338862,1
9606.ENSP00000483814,9606.ENSP00000290949,1
9606.ENSP00000229135,9606.ENSP00000386559,1
9606.ENSP00000354558,9606.ENSP00000400312,1
9606.ENSP00000447942,9606.ENSP00000451080,1
9606.ENSP00000284981,9606.ENSP00000366513,1
9606.ENSP00000372313,9606.ENSP00000386559,1
9606.ENSP00000234396,9606.ENSP00000498382,1
9606.ENSP00000430684,9606.ENSP00000351407,1
9606.ENSP00000317128,9606.ENSP00000301015,1
9606.ENSP00000371554,9606.ENSP00000265462,1
9606.ENSP00000369497,9606.ENSP00000278616,1
9606.ENSP00000227667,9606.ENSP00000360281,1
9606.ENSP00000297347,9606.ENSP00000361076,1
9606.ENSP00000259512,9606.ENSP00000243918,1
9606.ENSP00000481593,9606.ENSP00000264990,1
9606.ENSP00000333401,9606.ENSP00000348886,1
9606.ENSP00000296333,9606.ENSP00000308897,1
9606.ENSP00000347714,9606.ENSP00000264072,1
9606.ENSP00000317272,9606.ENSP00000260356,1
9606.ENSP00000470788,9606.ENSP00000369293,1
9606.ENSP00000238558,9606.ENSP00000240185,1
9606.ENSP00000302456,9606.ENSP00000473853,1
9606.ENSP00000354522,9606.ENSP00000265872,1
9606.ENSP00000352271,9606.ENSP00000229769,1
9606.ENSP00000342510,9606.ENSP00000299166,1
9606.ENSP00000434466,9606.ENSP00000415433,1
9606.ENSP00000357535,9606.ENSP00000217901,1
9606.ENSP00000228027,9606.ENSP00000360541,1
9606.ENSP00000247191,9606.ENSP00000369411,1
9606.ENSP00000256442,9606.ENSP00000295746,1
9606.ENSP00000403465,9606.ENSP00000344314,1
9606.ENSP00000237455,9606.ENSP00000445725,1
9606.ENSP00000457492,9606.ENSP00000160827,1
9606.ENSP00000242375,9606.ENSP00000364840,1
9606.ENSP00000253024,9606.ENSP00000375073,1
9606.ENSP00000361076,9606.ENSP00000499067,1
9606.ENSP00000323074,9606.ENSP00000296679,1
9606.ENSP00000261978,9606.ENSP00000364685,1
9606.ENSP00000263468,9606.ENSP00000386226,1
9606.ENSP00000383382,9606.ENSP00000264255,1
9606.ENSP00000272542,9606.ENSP00000321498,1
9606.ENSP00000297591,9606.ENSP00000354522,1
9606.ENSP00000223324,9606.ENSP00000359571,1
9606.ENSP00000334448,9606.ENSP00000354652,1
9606.ENSP00000430684,9606.ENSP00000298552,1
9606.ENSP00000309830,9606.ENSP00000417763,1
9606.ENSP00000265605,9606.ENSP00000324343,1
9606.ENSP00000305839,9606.ENSP00000304376,1
9606.ENSP00000341885,9606.ENSP00000498019,1
9606.ENSP00000219252,9606.ENSP00000302886,1
9606.ENSP00000384211,9606.ENSP00000229758,1
9606.ENSP00000263897,9606.ENSP00000427900,1
9606.ENSP00000385510,9606.ENSP00000284981,1
9606.ENSP00000357320,9606.ENSP00000266544,1
9606.ENSP00000230640,9606.ENSP00000357928,1
9606.ENSP00000445002,9606.ENSP00000315130,1
9606.ENSP00000470142,9606.ENSP00000367318,1
9606.ENSP00000296674,9606.ENSP00000355720,1
9606.ENSP00000470788,9606.ENSP00000296545,1
9606.ENSP00000331369,9606.ENSP00000418287,1
9606.ENSP00000410409,9606.ENSP00000261245,1
9606.ENSP00000386156,9606.ENSP00000340329,1
9606.ENSP00000357823,9606.ENSP00000363018,1
9606.ENSP00000433208,9606.ENSP00000287641,1
9606.ENSP00000356969,9606.ENSP00000356037,1
9606.ENSP00000369965,9606.ENSP00000496250,1
9606.ENSP00000202816,9606.ENSP00000360329,1
9606.ENSP00000331849,9606.ENSP00000478303,1
9606.ENSP00000337053,9606.ENSP00000320866,1
9606.ENSP00000253861,9606.ENSP00000311505,1
9606.ENSP00000339250,9606.ENSP00000278853,1
9606.ENSP00000301825,9606.ENSP00000219479,1
9606.ENSP00000357829,9606.ENSP00000482599,1
9606.ENSP00000395574,9606.ENSP00000470252,1
9606.ENSP00000369581,9606.ENSP00000219244,1
9606.ENSP00000380283,9606.ENSP00000308908,1
9606.ENSP00000260443,9606.ENSP00000318646,1
9606.ENSP00000259469,9606.ENSP00000265245,1
9606.ENSP00000484732,9606.ENSP00000262187,1
9606.ENSP00000381736,9606.ENSP00000356953,1
9606.ENSP00000245983,9606.ENSP00000339299,1
9606.ENSP00000470262,9606.ENSP00000309132,1
9606.ENSP00000355922,9606.ENSP00000261597,1
9606.ENSP00000474725,9606.ENSP00000451300,1
9606.ENSP00000283195,9606.ENSP00000420306,1
9606.ENSP00000263697,9606.ENSP00000312981,1
9606.ENSP00000263100,9606.ENSP00000232003,1
9606.ENSP00000307786,9606.ENSP00000268379,1
9606.ENSP00000481029,9606.ENSP00000255465,1
9606.ENSP00000203001,9606.ENSP00000168216,1
9606.ENSP00000386212,9606.ENSP00000465894,1
9606.ENSP00000325690,9606.ENSP00000328287,1
9606.ENSP00000353393,9606.ENSP00000457421,1
9606.ENSP00000373918,9606.ENSP00000341885,1
9606.ENSP00000480514,9606.ENSP00000361076,1
9606.ENSP00000417602,9606.ENSP00000405252,1
9606.ENSP00000286758,9606.ENSP00000341141,1
9606.ENSP00000407336,9606.ENSP00000354665,1
9606.ENSP00000252575,9606.ENSP00000361818,1
9606.ENSP00000230640,9606.ENSP00000368801,1
9606.ENSP00000261918,9606.ENSP00000360530,1
9606.ENSP00000361219,9606.ENSP00000264156,1
9606.ENSP00000420176,9606.ENSP00000352925,1
9606.ENSP00000346577,9606.ENSP00000384952,1
9606.ENSP00000234420,9606.ENSP00000335062,1
9606.ENSP00000358421,9606.ENSP00000261507,1
9606.ENSP00000209728,9606.ENSP00000276603,1
9606.ENSP00000372857,9606.ENSP00000278616,1
9606.ENSP00000287600,9606.ENSP00000403802,1
9606.ENSP00000378163,9606.ENSP00000305702,1
9606.ENSP00000305480,9606.ENSP00000254942,1
9606.ENSP00000217455,9606.ENSP00000263702,1
9606.ENSP00000336606,9606.ENSP00000351284,1
9606.ENSP00000377115,9606.ENSP00000307241,1
9606.ENSP00000379098,9606.ENSP00000367197,1
9606.ENSP00000420195,9606.ENSP00000254193,1
9606.ENSP00000377298,9606.ENSP00000379181,1
9606.ENSP00000363229,9606.ENSP00000491067,1
9606.ENSP00000413572,9606.ENSP00000348107,1
9606.ENSP00000462664,9606.ENSP00000369411,1
9606.ENSP00000225298,9606.ENSP00000317376,1
9606.ENSP00000297814,9606.ENSP00000379258,1
9606.ENSP00000256443,9606.ENSP00000278616,1
9606.ENSP00000370653,9606.ENSP00000384048,1
9606.ENSP00000328854,9606.ENSP00000354040,1
9606.ENSP00000444411,9606.ENSP00000377862,1
9606.ENSP00000339830,9606.ENSP00000377801,1
9606.ENSP00000343435,9606.ENSP00000302830,1
9606.ENSP00000381008,9606.ENSP00000297405,1
9606.ENSP00000262643,9606.ENSP00000335044,1
9606.ENSP00000429931,9606.ENSP00000222247,1
9606.ENSP00000380157,9606.ENSP00000390722,1
9606.ENSP00000228534,9606.ENSP00000379111,1
9606.ENSP00000364782,9606.ENSP00000260010,1
9606.ENSP00000329715,9606.ENSP00000229238,1
9606.ENSP00000264279,9606.ENSP00000369965,1
9606.ENSP00000361405,9606.ENSP00000320147,1
9606.ENSP00000376902,9606.ENSP00000271715,1
9606.ENSP00000350708,9606.ENSP00000496250,1
9606.ENSP00000274137,9606.ENSP00000385741,1
9606.ENSP00000360938,9606.ENSP00000220058,1
9606.ENSP00000343924,9606.ENSP00000356791,1
9606.ENSP00000286827,9606.ENSP00000280772,1
9606.ENSP00000497594,9606.ENSP00000261427,1
9606.ENSP00000258145,9606.ENSP00000247933,1
9606.ENSP00000420311,9606.ENSP00000297354,1
9606.ENSP00000364404,9606.ENSP00000491507,1
9606.ENSP00000342385,9606.ENSP00000383364,1
9606.ENSP00000308944,9606.ENSP00000265990,1
9606.ENSP00000259239,9606.ENSP00000481029,1
9606.ENSP00000370023,9606.ENSP00000348775,1
9606.ENSP00000221130,9606.ENSP00000372191,1
9606.ENSP00000393241,9606.ENSP00000400646,1
9606.ENSP00000216367,9606.ENSP00000310842,1
9606.ENSP00000342056,9606.ENSP00000265605,1
9606.ENSP00000268711,9606.ENSP00000489236,1
9606.ENSP00000271331,9606.ENSP00000450482,1
9606.ENSP00000254605,9606.ENSP00000361982,1
9606.ENSP00000373952,9606.ENSP00000262643,1
9606.ENSP00000299163,9606.ENSP00000277458,1
9606.ENSP00000358716,9606.ENSP00000300146,1
9606.ENSP00000458770,9606.ENSP00000266014,1
9606.ENSP00000341082,9606.ENSP00000299166,1
9606.ENSP00000261708,9606.ENSP00000405674,1
9606.ENSP00000427004,9606.ENSP00000363999,1
9606.ENSP00000360817,9606.ENSP00000397563,1
9606.ENSP00000425979,9606.ENSP00000442053,1
9606.ENSP00000247153,9606.ENSP00000246006,1
9606.ENSP00000366307,9606.ENSP00000386378,1
9606.ENSP00000320147,9606.ENSP00000426983,1
9606.ENSP00000498382,9606.ENSP00000363162,1
